target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	NZ_FMDG01000158	2	2747	3	[u'JOFE01000006', u'NZ_LIVT01000001', u'NZ_LWLE01000001']	207	0	0.47	0.0	29.7584769884	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_FMDG01000158/index.html	cluster-1	t1pks	GA0115280_RS30650	Streptomyces sp. Cmuel-A718b	Actinobacteria	False	False	1	1	0	0	0
Probable transport ATP-binding protein msbA	DEG10180148	FP929065	2	4795	0	None	67	1	0.51	0.0	14.0980236212	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FP929065/index.html	cluster-1	t1pks	LEMA_P057690.1	Leptosphaeria maculans JN3	Fungi	False	False	1	0	0	0	1
Cysteine desulfurase (EC 4.4.1.-)	DEG10180388	PMIH01000193	3	9656	0	None	19	2	0.82	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PMIH01000193/index.html	cluster-1	t1pks-nrps	ctg1_39	Rhodocyclaceae bacterium (peat metagenome)	Proteobacteria	False	False	0	0	1	1	1
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	MNFS01000058	1	4557	0	None	132	1	0.26	0.0	16.8385847523	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MNFS01000058/index.html	cluster-1	t1pks	AUH69_05430	Actinobacteria bacterium 13_1_40CM_4_65_12 (soil metagenome)	Actinobacteria	False	False	1	0	0	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	BFBZ01000001	1	8389	0	None	132	4	0.26	0.0	18.6917839432	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BFBZ01000001/index.html	cluster-7	t1pks-nrps	ctg1_4766	symbiont metagenome	metagenomes	False	False	0	0	0	1	0
Serine hydroxymethyltransferase (EC 2.1.2.1)	DEG10180392	QQNA01000136	1	8558	1	[u'CP032698']	25	1	0.41	0.02	3.4480126324	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQNA01000136/index.html	cluster-1	t1pks-nrps	DVH02_18030	Streptomyces sp. AC230	Actinobacteria	False	False	0	1	0	0	0
Glutamate aspartate transport system permease protein gltK	DEG10180115	NZ_JOJE01000027	2	5582	0	None	8	0	1.0	0.0	10.1077971673	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JOJE01000027/index.html	cluster-1	t1pks-otherks	IG99_RS30020	Streptomyces griseus subsp. griseus	Actinobacteria	False	False	0	0	1	0	1
Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	DEG10180125	QKMZ01000005	1	7992	0	None	10	1	0.21	0.64	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QKMZ01000005/index.html	cluster-2	t1pks-otherks	DKT66_12830	Candidatus Melainabacteria bacterium (groundwater metagenome)	Candidatus Melainabacteria	False	False	0	0	1	0	0
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	AP018269	1	5006	2	[u'AP018314', u'CP003646']	50	1	0.05	0.64	10.2787745711	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AP018269/index.html	cluster-4	t1pks-otherks	NIES4074_20220	Cylindrospermum sp. NIES-4074	Cyanobacteria	False	False	0	1	0	0	0
CTP synthase (EC 6.3.4.2)	DEG10180426	CWJL01000001	1	9172	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CWJL01000001/index.html	cluster-1	t1pks	ERS137968_00245	Yersinia pekkanenii	Proteobacteria	False	False	0	0	1	0	0
Phenylacetic acid degradation protein paaY	DEG10180240	RAWA01000013	2	5677	2	[u'NZ_RAWK01000004', u'RAWG01000009']	14	1	0.28	0.31	5.01949317739	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAWA01000013/index.html	cluster-1	t1pks-nrps	D7V97_03285	Corallococcus sp. CA053C	Proteobacteria	False	False	0	1	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	NZ_BDQG01000001	2	447	1	[u'MGZL01000030']	126	0	0.37	0.0	15.7777433251	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_BDQG01000001/index.html	cluster-3	t1pks-otherks	ctg1_1170	Geobacter pelophilus	Proteobacteria	False	False	1	1	0	0	0
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	BDCU01000018	1	9502	0	None	50	3	0.05	0.64	28.0464953463	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDCU01000018/index.html	cluster-1	t1pks-nrps	ctg1_239	Nocardia fusca NBRC 14340	Actinobacteria	False	False	0	0	0	1	0
S-adenosylmethionine synthetase (EC 2.5.1.6)	DEG10180439	LN877229	4	7838	2	[u'CP012752', u'NZ_MTQO01000043']	20	2	0.67	0.01	1.11885654033	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LN877229/index.html	cluster-36	t1pks	CTQ97928.1	Kibdelosporangium sp. MJ126-NF4	Actinobacteria	False	False	0	1	1	1	1
Oligopeptide transport ATP-binding protein oppD	DEG10180214	HE804045	1	5358	0	None	42	91	0.41	0.0	21.6502782809	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HE804045/index.html	cluster-19	t1pks-nrps	BN6_47300	Saccharothrix espanaensis DSM 44229	Actinobacteria	False	False	0	0	0	1	0
Hypothetical ABC transporter ATP-binding protein ytfR	DEG10180596	CP013445	2	9939	0	None	17	2	0.01	0.98	4.58919481431	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP013445/index.html	cluster-3	t1pks	WK67_02395	Burkholderia ubonensis	Proteobacteria	False	False	0	0	1	1	0
Large-conductance mechanosensitive channel	DEG10180490	BEWA01000001	1	8956	0	None	7	1	-1.0	nan	16.0072519574	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BEWA01000001/index.html	cluster-4	terpene-t1pks-nrps	ctg1_288	Streptomyces rishiriensis	Actinobacteria	False	False	0	0	1	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	QANS01000001	2	8667	1	[u'AXDW01000007']	132	4	0.26	0.0	9.55877774629	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QANS01000001/index.html	cluster-1	t1pks-otherks	CJD38_02555	Sinobacteraceae bacterium GT1R17	Proteobacteria	False	False	0	1	0	1	0
DNA pantothenate metabolism flavoprotein	DEG10180538	CP022203	1	7242	0	None	5	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022203_5129202_5562380/index.html	cluster-3	t1pks-nrps	ctg1_209	Myxococcus macrosporus DSM 14697 (Corallococcus macrosporus DSM 14697)	Proteobacteria	False	False	0	0	1	0	0
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	DEG10180047	PCOF01000002	2	58	0	None	41	1	0.8	0.0	7.87991905306	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PCOF01000002_117364_419995/index.html	cluster-1	transatpks-ladderane-nrps	ctg1_125	Paenibacillus sp. MYb67	Firmicutes	False	False	1	0	0	0	1
Copper homeostasis protein cutC	DEG10180317	NW_004457642	1	4394	0	None	1	0	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_004457642/index.html	cluster-1	t3pks-t1pks	DFA_09636	Cavenderia fasciculata	Amoebozoa	False	False	1	0	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	NZ_CYHF01000007	1	1254	0	None	207	0	0.47	0.0	31.6996408868	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_CYHF01000007/index.html	cluster-1	t1pks-nrps	AWT68_RS10930	Thiomonas bhubaneswarensis	Proteobacteria	False	False	1	0	0	0	0
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	FMAH01000028	1	9752	0	None	50	3	0.05	0.64	25.2547998458	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMAH01000028/index.html	cluster-1	t1pks-nrps	GA0061102_102822	Rhizobium miluonense	Proteobacteria	False	False	0	0	0	1	0
Hypothetical ABC transporter ATP-binding protein ydcT	DEG10180246	KK321418	3	9931	1	[u'KK353386']	39	3	0.71	0.0	6.65389368483	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK321418_1846694_2147641/index.html	cluster-1	t1pks	ctg1_149	Mycobacterium tuberculosis M987	Actinobacteria	False	False	0	1	0	1	1
Elongation factor Tu	DEG10180508	KZ679048	1	9887	0	None	6	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ679048/index.html	cluster-3	t1pks	C6Y14_27630	Streptomyces sp. A217	Actinobacteria	False	False	0	0	1	0	0
Cell division ATP-binding protein ftsE	DEG10180522	CYGY02000013	1	9635	1	[u'FCOH02000014']	89	1	0.46	0.0	11.4103064351	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CYGY02000013/index.html	cluster-1	t1pks	BN2476_130072	Paraburkholderia piptadeniae	Proteobacteria	False	False	0	1	0	0	0
Hypothetical protein yggA	DEG10180435	MEJG01000002	2	3346	0	None	4	1	-1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEJG01000002/index.html	cluster-1	t1pks-arylpolyene	BG621_03105	Parasaccharibacter apium	Proteobacteria	False	False	1	0	1	0	0
Cell division ATP-binding protein ftsE	DEG10180522	CP011799	2	7439	1	[u'OAOR01000006']	89	2	0.46	0.0	11.1983028871	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011799_3540513_3916546/index.html	cluster-1	t1pks	ctg1_178	Streptomyces sp. PBH53	Actinobacteria	False	False	0	1	0	1	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	NZ_AGBX01000001	1	345	0	None	132	0	0.26	0.0	15.1694634918	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_AGBX01000001/index.html	cluster-3	t1pks-nrps	ctg1_1013	Brachybacterium squillarum M-6-3	Actinobacteria	False	False	1	0	0	0	0
Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	DEG10180545	MEFP01000012	2	2079	0	None	10	1	1.0	nan	5.169709263	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEFP01000012/index.html	cluster-1	t1pks-nrps	ABS97_12210	Xanthomonadaceae bacterium SCN 69-320 (bioreactor metagenome)	Proteobacteria	False	False	1	0	1	0	0
Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	DEG10180581	AKKL01000054	1	7956	0	None	4	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AKKL01000054/index.html	cluster-1	t1pks	OOA_19244	Providencia burhodogranariea DSM 19968	Proteobacteria	False	False	0	0	1	0	0
Hypothetical protein yaiN	DEG10180067	CDLS01000001	1	9344	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLS01000001_0_283845/index.html	cluster-1	transatpks	ctg1_128	Ralstonia solanacearum	Proteobacteria	False	False	0	0	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	HG799465	1	1440	0	None	126	0	0.37	0.0	18.0610948824	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HG799465/index.html	cluster-1	t1pks-otherks	ctg1_657	Gemmata massiliana	Planctomycetes	False	False	1	0	0	0	0
Ubiquinone menaquinone biosynthesis methyltransferase ubiE (EC 2.1.1.-)	DEG10180556	KI391953	1	8853	0	None	5	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KI391953_250320_866494/index.html	cluster-2	t1pks	ctg1_143	Segniliparus rugosus ATCC BAA-974	Actinobacteria	False	False	0	0	1	0	0
Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	DEG10180044	CP000820	2	9792	0	None	6	4	1.0	nan	20.9517152903	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000820_3494509_3795795/index.html	cluster-1	t1pks-nrps	ctg1_115	Frankia sp. EAN1pec	Actinobacteria	False	False	0	0	1	1	0
Phenylacetic acid degradation protein paaC	DEG10180238	LT559118	2	1989	0	None	21	1	0.6	0.0	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT559118/index.html	cluster-19	t1pks-nrps	BN4615_P7223	Nonomuraea gerenzanensis	Actinobacteria	False	False	1	0	0	0	1
Probable transport ATP-binding protein msbA	DEG10180148	CP022685	2	7070	0	None	67	5	0.51	0.0	23.1589948488	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022685_8227646_8758968/index.html	cluster-3	t1pks	ctg1_272	Streptomyces formicae	Actinobacteria	False	False	0	0	0	1	1
Serine hydroxymethyltransferase (EC 2.1.2.1)	DEG10180392	JOIK01000001	2	4880	1	[u'CP015726']	25	1	0.41	0.02	2.93732035334	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOIK01000001/index.html	cluster-3	t1pks	ctg1_591	Streptomyces hygroscopicus subsp. hygroscopicus	Actinobacteria	False	False	1	1	0	0	0
Bifunctional glmU protein	DEG10180546	NZ_CAHS01000023	1	9242	0	None	3	0	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_CAHS01000023/index.html	cluster-1	t1pks-nrps	EPIR_RS17775	Erwinia piriflorinigrans CFBP 5888	Proteobacteria	False	False	0	0	1	0	0
Hypothetical ABC transporter ATP-binding protein ynjD	DEG10180300	NVQD01000001	3	8503	4	[u'JYNL01000001', u'LZSU01000051', u'PEBB01000071', u'UGQT01000001']	25	8	0.54	0.0	6.69421507413	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NVQD01000001_1760518_2061723/index.html	cluster-1	t1pks-nrps	ctg1_35	Mycobacterium sp. PYR10	Actinobacteria	False	False	0	1	0	1	1
30S ribosomal protein S12	DEG10180510	FNLF01000002	1	6632	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNLF01000002_927773_1282485/index.html	cluster-1	ladderane-t1pks-nrps	ctg1_193	Tsukamurella pulmonis	Actinobacteria	False	False	0	0	1	0	0
60 kDa chaperonin	DEG10180584	NSJB01000008	1	8747	0	None	9	1	-0.05	0.91	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NSJB01000008/index.html	cluster-1	t1pks	CK625_10245	Comamonadaceae bacterium NML00-0135	Proteobacteria	False	False	0	0	1	0	0
Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	DEG10180516	PACP01000019	2	3359	0	None	5	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PACP01000019/index.html	cluster-1	t1pks	CMN17_03935	Roseovarius sp. (marine metagenome)	Proteobacteria	False	False	1	0	1	0	0
Elongation factor Tu	DEG10180508	BAUL01000113	1	8371	0	None	6	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BAUL01000113/index.html	cluster-1	t1pks	PVAR5_3701	Byssochlamys spectabilis No. 5	Fungi	False	False	0	0	1	0	0
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (gcpE)	DEG10180382	LJNT01000169	1	5252	0	None	7	1	-1.0	nan	9.46646469105	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LJNT01000169/index.html	cluster-1	t1pks-nrps	HLUCCA09_02010	Rhodobacteraceae bacterium HLUCCA09 (microbial mat metagenome)	Proteobacteria	False	False	0	0	1	0	0
Inositol-1-monophosphatase (EC 3.1.3.25)	DEG10180389	DBZM01000017	1	7024	0	None	8	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DBZM01000017/index.html	cluster-1	t1pks-nrps	ctg1_103	bacterium UBP10_UBA1160 (soil metagenome)	None	False	False	0	0	1	0	0
Putative lysyl-tRNA synthetase (EC 6.1.1.6)	DEG10180586	NZ_MIGA01000018	1	8373	0	None	2	0	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MIGA01000018/index.html	cluster-1	t1pks-otherks	BG653_RS15810	Streptomyces platensis	Actinobacteria	False	False	0	0	1	0	0
Glutamyl-tRNA synthetase (EC 6.1.1.17)	DEG10180366	PMKQ01000234	2	2255	0	None	11	1	0.4	0.6	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PMKQ01000234/index.html	cluster-1	t1pks-arylpolyene	ctg1_67	Myxococcales bacterium (peat metagenome)	Proteobacteria	False	False	1	0	1	0	0
Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive (EC 4.1.2.15)	DEG10180285	QUMQ01000001	2	1186	0	None	8	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QUMQ01000001_7599886_8023615/index.html	cluster-2	t1pks	ctg1_144	Asanoa ferruginea	Actinobacteria	False	False	1	0	1	0	0
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	DEG10180424	QQWD01000005	1	8810	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQWD01000005/index.html	cluster-1	t1pks	DWQ51_06120	Microcystis wesenbergii TW10 (algae metagenome)	Cyanobacteria	False	False	0	0	1	0	0
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	DEG10180098	FO082843	1	6289	22	[u'AXVD01000001', u'BAFR01000003', u'BAFS01000007', u'BAFU01000001', u'BAGG01000002', u'BDAZ01000001', u'BDBH01000002', u'BDBR01000036', u'BDBX01000015', u'BDBY01000087', u'BDCF01000014', u'BDCT01000027', u'CP003876', u'CP022088', u'FOTX01000001', u'JNZF01000004', u'LOKT01000009', u'OBEG01000004', u'QCYJ01000005', u'QGTL01000004', u'QJKF01000006', u'QZFU01000016']	32	1	0.19	0.0	5.26375999256	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FO082843_15726_317018/index.html	cluster-1	t1pks	ctg1_138	Nocardia cyriacigeorgica GUH-2	Actinobacteria	False	False	0	1	0	0	0
DNA ligase (EC 6.5.1.2)	DEG10180367	MF990204	1	9080	0	None	8	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/MF990204/index.html	cluster-1	t1pks-nrps	ATV95622.1	Amycolatopsis sp	Actinobacteria	False	False	0	0	1	0	0
Probable transport ATP-binding protein msbA	DEG10180148	LT592223	2	8179	1	[u'LQIL01000001']	67	1	0.51	0.0	12.646314514	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT592223_0_162968/index.html	cluster-1	t1pks-nrps	ctg1_4	[Mycobacterium] acapulcensis	Actinobacteria	False	False	0	1	0	0	1
Dihydrodipicolinate synthase (EC 4.2.1.52)	DEG10180377	AHRD01000019	1	8505	0	None	9	1	0.4	0.6	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AHRD01000019/index.html	cluster-1	transatpks-otherks	SMU103_03675	Streptococcus mutans SA38	Firmicutes	False	False	0	0	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	MVHR01000018	2	693	2	[u'HG964446', u'MVHZ01000013']	126	1	0.37	0.0	20.7210794992	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHR01000018/index.html	cluster-1	nrps-t1pks-otherks	BST25_13690	Mycobacterium heidelbergense	Actinobacteria	False	False	1	1	0	0	0
TorCAD operon transcriptional regulatory protein torR	DEG10180164	NZ_KV757748	1	7622	1	[u'NZ_LAGY01000076']	44	0	0.45	0.0	10.0834748716	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KV757748/index.html	cluster-1	t1pks-otherks	A4S05_RS34290	Nostoc sp. KVJ20	Cyanobacteria	False	False	0	1	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	BCBX01000030	2	3510	1	[u'POUA01000087']	207	1	0.47	0.0	26.5666475169	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCBX01000030/index.html	cluster-1	t1pks	ctg1_546	Microbispora sp. GMKU363	Actinobacteria	False	False	1	1	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	ATZF01000017	1	3491	0	None	207	1	0.47	0.0	24.1584440595	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ATZF01000017/index.html	cluster-1	t1pks	ctg1_58	Shimazuella kribbensis DSM 45090	Firmicutes	False	False	1	0	0	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	AZXF01000019	2	3512	0	None	132	2	0.26	0.0	35.508099022	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AZXF01000019/index.html	cluster-1	t1pks	ctg1_7	Nocardiopsis sp. CNT312	Actinobacteria	False	False	1	0	0	1	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	QPJT01000004	1	3187	0	None	132	1	0.26	0.0	25.1184834123	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QPJT01000004/index.html	cluster-1	t1pks-nrps	DFR58_10417	Anaerobacterium chartisolvens	Firmicutes	False	False	1	0	0	0	0
60 kDa chaperonin	DEG10180584	FOIJ01000014	1	8520	0	None	9	1	-0.05	0.91	15.4983529084	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOIJ01000014/index.html	cluster-1	t1pks-nrps	SAMN05443639_11446	Stigmatella erecta	Proteobacteria	False	False	0	0	1	0	0
Probable transport ATP-binding protein msbA	DEG10180148	CP011509	3	1930	0	None	67	2	0.51	0.0	16.6483263264	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP011509/index.html	cluster-1	t1pks-nrps	AA314_04049	Archangium gephyra	Proteobacteria	False	False	1	0	0	1	1
Protein ycgS	DEG10180200	LT859959	1	8304	0	None	7	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT859959_4175489_4563808/index.html	cluster-1	t1pks-nrps	ctg1_135	Bradyrhizobium sp. ORS 285	Proteobacteria	False	False	0	0	1	0	0
Formyltetrahydrofolate deformylase (EC 3.5.1.10)	DEG10180208	NOWF01000002	2	3278	0	None	6	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NOWF01000002/index.html	cluster-3	t1pks-nrps	CHM34_04750	Paludifilum halophilum	Firmicutes	False	False	1	0	1	0	0
Protein-export membrane protein secF	DEG10180074	KQ948948	1	5013	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ948948/index.html	cluster-1	t1pks	AQJ67_42495	Streptomyces caeruleatus	Actinobacteria	False	False	0	0	1	0	0
Protein yebC	DEG10180313	PZOX01000005	1	5299	0	None	9	1	-0.4	0.6	0.067289719626	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PZOX01000005/index.html	cluster-3	t1pks-nrps	DAT35_17715	Vitiosangium sp. GDMCC 1.1324	Proteobacteria	False	False	0	0	1	0	0
L-arabinose transport ATP-binding protein araG	DEG10180323	NKFP01000006	2	6753	0	None	12	3	0.5	0.12	10.2094171357	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKFP01000006_2084987_2386258/index.html	cluster-1	t1pks	ctg1_124	Leptolyngbya ohadii IS1	Cyanobacteria	False	False	0	0	1	1	0
