							Rank1	Rank2			
CP012673|AdmT_ACC|8101043|8101483|9758865|9759722|cluster-2|t1pks|8080348-8127664|1657382	FNST01000002|AdmT_ACC|7131138|7131555|671040|672644|cluster-1|t1pks|7111127-7190610|6458494	440	417	38.636364	28.77193	9.864433812	9916.5	10895			
CP012673|AdmT_ACC|8101043|8101483|9758865|9759722|cluster-2|t1pks|8080348-8127664|1657382	LT607409|AdmT_ACC|3745569|3745995|3822796|3824505|cluster-2|thiopeptide-t2pks-t1pks|3683990-3859325|76801	440	426	38.636364	38.245614	0.390749601	9916.5	9296			
PHAG01000006|EF-Tu|135860|136287|240352|241545|cluster-1|transatpks|77029-167070|104065	QXCZ01000001|EF-Tu|465336|465764|7860840|7862030|cluster-4|t1pks|445331-489281|7395076	427	428	38.641686	59.697733	21.05604681	9915	4634			
ACJE01000019|EF-Tu|1442359|1442773|1107431|1108800|cluster-7|t1pks|1398556-1469970|333559	CP031320|EF-Tu|777061|777472|3459248|3460417|cluster-2|t1pks|745560-804709|2681776	414	411	38.647343	27.790433	10.85691019	9913.5	11016.5			
ACJE01000019|EF-Tu|1442359|1442773|1107431|1108800|cluster-7|t1pks|1398556-1469970|333559	FNLF01000002|EF-Tu|1689504|1689930|1141523|1142713|cluster-1|t1pks-nrps|1643909-1714978|546791	414	426	38.647343	28.473804	10.17353889	9913.5	10966			
CP022657|agnB2_Leu-tRNA-syn|627691|628123|1626793|1629252|cluster-1|bacteriocin-transatpks-t1pks-siderophore-nrps|508770-677927|998670	QVIG01000001|agnB2_Leu-tRNA-syn|2523454|2523880|4301933|4304827|cluster-6|t1pks-nrps|2503442-2552687|1778053	432	426	38.657407	43.345543	4.688135938	9912	7004.5			
CP016279|seryl-tRNA_synthetase|5202661|5202992|2652840|2654117|cluster-1|lantipeptide-t1pks-otherks|5181716-5260313|2548544	GV586860|seryl-tRNA_synthetase|8778105|8778572|2795949|2797232|cluster-36|t1pks-otherks|8758096-8809767|5980873	331	467	38.670695	81.647059	42.97636396	9911	2736.5			
CP003468|seryl-tRNA_synthetase|151377|151814|257800|259134|cluster-1|transatpks-otherks|111663-180181|105986	GV586860|seryl-tRNA_synthetase|549750|550176|2795949|2797232|cluster-3|t1pks|478846-587017|2245773	437	426	38.672769	37.387387	1.285381491	9910	9660			
CP019798|ArgK_OTCase|1303222|1303677|6224597|6225616|cluster-2|t1pks|1283219-1327946|4920920	CSTD01000001|ArgK_OTCase|2152148|2152573|1130093|1131016|cluster-1|t1pks-nrps|2124203-2235276|1021132	455	425	38.681319	36.578171	2.10314759	9909	9943.5			
CP022522|borI_Thr-tRNA-syn|833680|834109|2199785|2201695|cluster-1|t1pks-nrps|808211-964064|1365676	CP029070|borI_Thr-tRNA-syn|1520101|1520515|2078921|2080855|cluster-1|transatpks|1459592-1545485|558406	429	414	38.694639	45.754717	7.060078286	9908	6196.5			
NW_020291017|EF-Tu|467730|468146|539893|541455|cluster-1|t1pks-nrps|447335-549173|71747	RBIY01000001|EF-Tu|8608507|8608922|7911180|7912370|cluster-2|t1pks|8588413-8634865|696137	416	415	38.701923	30.434783	8.267140468	9907	10765			
CP000667|SalI_beta_proteasome|673320|673772|1144517|1145353|cluster-1|t1pks|653313-699168|470745	CP016077|SalI_beta_proteasome|5243300|5243759|4464426|4465223|cluster-1|t1pks-otherks|5223293-5275888|778077	452	459	38.716814	43.165468	4.448653467	9906	7058.5			
CP016279|EF-Tu|10300403|10300824|7656108|7657280|cluster-1|t2pks-t1pks|10278507-10365301|2643123	CP031455|EF-Tu|7093699|7094125|2171438|2172562|cluster-1|t1pks-nrps|7073561-7292064|4921137	421	426	38.71734	58.974359	20.25701931	9904.5	4774.5			
MQTA01000001|borI_Thr-tRNA-syn|76464|76885|695|2608|cluster-1|transatpks-nrps|1-118217|73856	PDJK01000001|borI_Thr-tRNA-syn|955989|956412|600295|602331|cluster-1|t1pks-nrps-amglyccycl-siderophore|865355-991486|353658	421	423	38.71734	38.304553	0.412787077	9904.5	9239			
AM420293|AdmT_ACC|2531767|2532206|45467|47173|cluster-1|t1pks|2511112-2562105|2484594	DIYT01000049|AdmT_ACC|38559|38981|90714|91679|cluster-1|t1pks-nrps|12785-95184|51733	439	422	38.724374	22.007042	16.71733132	9902	11156			
AM420293|AdmT_ACC|2531767|2532206|45467|47173|cluster-1|t1pks|2511112-2562105|2484594	QMEY01000002|AdmT_ACC|455520|455946|310895|312583|cluster-5|phenazine-t1pks-nrps|434989-580664|142937	439	426	38.724374	52.992958	14.26858417	9902	5494.5			
QTTT01000001|AdmT_ACC|843475|843914|3349202|3350902|cluster-3|t1pks-otherks|818457-869600|2505288	UGRU01000001|AdmT_ACC|6795001|6795422|2937656|2939332|cluster-1|t1pks-nrps|6731571-6831355|3855669	439	421	38.724374	50.706714	11.9823402	9902	5696.5			
CP000673|ArgK_OTCase|1824715|1825141|2446487|2447497|cluster-2|transatpks-nrps|1800256-1852755|621346	HG964446|ArgK_OTCase|2302775|2303198|3032965|3033891|cluster-1|nrps-t1pks-otherks|2237850-2327429|729767	426	423	38.732394	32.738095	5.994299128	9899.5	10610.5			
CP017780|borI_Thr-tRNA-syn|1611452|1611878|2346600|2348669|cluster-2|t1pks|1528713-1634377|734722	CP022522|borI_Thr-tRNA-syn|165111|165539|2199785|2201695|cluster-1|t1pks-nrps|136558-213106|2034246	426	428	38.732394	36.574746	2.157648357	9899.5	9948.5			
CP032402|AdmT_ACC|6494580|6495042|5212381|5214063|cluster-1|t1pks-otherks|6474577-6525900|1280517	FMZZ01000007|AdmT_ACC|313383|313808|255679|257388|cluster-3|t2pks-t1pks|238857-343672|55995	462	425	38.744589	56.428571	17.68398268	9898	5179.5			
PHAG01000006|AdmT_ACC|244680|245116|148307|149146|cluster-2|transatpks|223871-314283|95534	QMDO01000001|AdmT_ACC|3098883|3099308|1361387|1362238|cluster-1|transatpks-nrps|3065510-3151379|1736645	436	425	38.761468	53.405018	14.64355003	9897	5353			
CP016279|EF-Tu|1554297|1554751|7656108|7657280|cluster-2|t1pks|1534283-1580330|6101357	LSRI01000011|EF-Tu|435571|435996|380474|381664|cluster-3|nrps-t1pks-ladderane|369586-460217|53907	454	425	38.76652	60.769231	22.00271095	9895.5	4408			
CP016279|EF-Tu|1554297|1554751|7656108|7657280|cluster-2|t1pks|1534283-1580330|6101357	NPKF01000001|EF-Tu|8302802|8303224|7571851|7573020|cluster-2|otherks-t1pks-nrps|8271856-8401033|729782	454	422	38.76652	92.820513	54.053993	9895.5	979			
FNST01000002|AdmT_ACC|9690032|9690473|671040|672644|cluster-3|bacteriocin-lantipeptide-t1pks-otherks-nrps|9669337-9806305|9017388	MVDH01000001|AdmT_ACC|1230813|1231242|1333239|1334099|cluster-1|t1pks-nrps|1205478-1260695|101997	441	429	38.77551	12.921348	25.85416189	9894	11332			
CDLW01000001|GyrB-R|4924879|4925289|2611392|2613920|cluster-2|transatpks|4897898-4952369|2310959	CP030117|GyrB-R|5599204|5599640|3612649|3614733|cluster-1|transatpks-otherks-nrps|5529371-5710622|1984471	410	436	38.780488	30.285036	8.495452175	9893	10790			
CP006003|borI_Thr-tRNA-syn|5676732|5677160|5950085|5952013|cluster-2|t1pks-nrps|5650250-5732093|272925	LZZO01000001|borI_Thr-tRNA-syn|617832|618253|138135|140063|cluster-4|transatpks|597168-683043|477769	428	421	38.785047	42.990654	4.205607477	9891.5	7144			
CP022522|borI_Thr-tRNA-syn|165111|165539|2199785|2201695|cluster-1|t1pks-nrps|136558-213106|2034246	MRUG01000025|borI_Thr-tRNA-syn|48860|49281|118898|120811|cluster-1|nrps-transatpks-otherks|1-119073|69617	428	421	38.785047	61.477987	22.69294069	9891.5	4272			
PHUI01000001|seryl-tRNA_synthetase|6324215|6324666|5998887|6000164|cluster-1|t1pks-siderophore|6304212-6357857|324051	PJMO01000001|seryl-tRNA_synthetase|879485|879909|7679790|7681067|cluster-2|t1pks-nrps|857633-913212|6799881	451	424	38.802661	95.058824	56.25616278	9890	922.5			
CP021500|agnB2_Leu-tRNA-syn|1882172|1882592|3021799|3024213|cluster-1|bacteriocin-nrps-transatpks-otherks|1797933-1932482|1139207	KB235898|agnB2_Leu-tRNA-syn|782972|783386|835918|838476|cluster-2|t1pks-nrps|726295-836666|52532	420	414	38.809524	49.751244	10.94171997	9888	5762			
CP021500|agnB2_Leu-tRNA-syn|1882172|1882592|3021799|3024213|cluster-1|bacteriocin-nrps-transatpks-otherks|1797933-1932482|1139207	LGTC01000001|agnB2_Leu-tRNA-syn|225929|226361|2657598|2660072|cluster-1|transatpks-nrps|182283-250700|2431237	420	432	38.809524	50.746269	11.93674485	9888	5687.5			
CDLW01000001|GyrB-R|4158977|4159397|2611392|2613920|cluster-1|transatpks|4147715-4189695|1545057	MBQV01000011|GyrB-R|909167|909584|1007143|1009110|cluster-1|nrps-transatpks-otherks|825221-935303|97559	420	417	38.809524	32.541568	6.267956114	9888	10626.5			
CP026304|AdmT_ACC|949664|950102|7366570|7368267|cluster-1|t1pks|924360-975922|6416468	MVDH01000001|AdmT_ACC|1230813|1231242|1333239|1334099|cluster-1|t1pks-nrps|1205478-1260695|101997	438	429	38.812785	19.823009	18.98977654	9885	11231			
CP026304|AdmT_ACC|949664|950102|7366570|7368267|cluster-1|t1pks|924360-975922|6416468	UGRU01000001|AdmT_ACC|4777792|4778218|2937656|2939332|cluster-1|t1pks-nrps|4757789-4894422|1838460	438	426	38.812785	56.460177	17.6473916	9885	5175.5			
CP016279|EF-Tu|5233706|5234144|7656108|7657280|cluster-1|lantipeptide-t1pks-otherks|5181716-5260313|2421964	CP017248|EF-Tu|1782800|1783226|8087816|8088997|cluster-1|t1pks|1664991-1809280|6304590	438	426	38.812785	91.794872	52.98208641	9885	1068.5			
CP012673|AdmT_ACC|5196132|5196588|9758865|9759722|cluster-2|t1pks-otherks|5167339-5222406|4562277	RBXO01000001|AdmT_ACC|4447679|4448139|3565480|3567510|cluster-2|t1pks|4427674-4498628|880169	456	460	38.815789	38.245614	0.570175439	9883	9296			
CP001614|seryl-tRNA_synthetase|4863685|4864110|2013962|2015242|cluster-3|t1pks|4843659-4890084|2848443	CPHM01000007|seryl-tRNA_synthetase|14638|15061|66234|67493|cluster-1|t1pks-nrps|1-80143|51173	425	423	38.823529	35.680751	3.142778238	9882	10171.5			
CP000820|seryl-tRNA_synthetase|6817551|6817994|6991286|6992578|cluster-2|t1pks|6791590-6845234|173292	PJMO01000001|seryl-tRNA_synthetase|879485|879909|7679790|7681067|cluster-2|t1pks-nrps|857633-913212|6799881	443	424	38.826185	65.348837	26.52265211	9881	3822			
CP031455|ArgK_OTCase|929576|930037|7288095|7289096|cluster-5|t1pks-otherks|902650-954003|6358058	LT841359|ArgK_OTCase|3980553|3980978|2561211|2562134|cluster-2|t1pks-nrps|3960539-4019329|1418419	461	425	38.828633	38.738739	0.089894667	9879.5	9051			
CP031455|ArgK_OTCase|929576|930037|7288095|7289096|cluster-5|t1pks-otherks|902650-954003|6358058	PKFQ01000001|ArgK_OTCase|5431888|5432314|5484776|5485777|cluster-1|t1pks-nrps|5384086-5490116|52462	461	426	38.828633	87.087087	48.25845368	9879.5	1544.5			
LAND01000012|ArgK_OTCase|63574|64004|4900|5910|cluster-1|nrps-t1pks-otherks|1-86990|57664	LT841359|ArgK_OTCase|3980553|3980978|2561211|2562134|cluster-2|t1pks-nrps|3960539-4019329|1418419	430	425	38.837209	40.47619	1.638981174	9877.5	8284			
LAND01000012|ArgK_OTCase|63574|64004|4900|5910|cluster-1|nrps-t1pks-otherks|1-86990|57664	MVGR01000005|ArgK_OTCase|1287868|1288291|153068|153994|cluster-1|t1pks|1267861-1311301|1133874	430	423	38.837209	37.5	1.337209302	9877.5	9631.5			
FO704550|AdmT_ACC|1814023|1814445|2821904|2822851|cluster-1|t1pks-nrps|1760155-1838466|1007459	MLAW01000009|AdmT_ACC|84774|85210|31490|32455|cluster-1|t1pks-nrps|27977-110598|52319	422	436	38.862559	41.587302	2.724742346	9874.5	7692.5			
CP024614|mupM_Ile-tRNA-syn|4256063|4256485|1736489|1739644|cluster-1|t1pks-nrps|4235945-4321566|2516419	LT906483|mupM_Ile-tRNA-syn|2363364|2363779|2105601|2108750|cluster-2|t1pks-nrps|2326704-2394935|254614	422	415	38.862559	80.019029	41.15647025	9874.5	2939.5			
CP010976|borI_Thr-tRNA-syn|295610|296032|2195964|2197877|cluster-2|transatpks-nrps|274930-349591|1899932	CP012109|borI_Thr-tRNA-syn|5282768|5283197|4230116|4232044|cluster-2|t1pks-nrps|5262755-5336321|1050724	422	429	38.862559	45.839874	6.97731517	9874.5	6183.5			
DBDG01000059|borI_Thr-tRNA-syn|24202|24624|80704|82653|cluster-1|transatpks-nrps|8937-96311|56080	KQ976354|borI_Thr-tRNA-syn|2091112|2091535|10374937|10376766|cluster-1|t1pks-nrps|2067478-2120063|8283402	422	423	38.862559	37.596302	1.266257239	9874.5	9590.5			
CP012673|AdmT_ACC|8101043|8101483|9758865|9759722|cluster-2|t1pks|8080348-8127664|1657382	FNST01000002|AdmT_ACC|6561251|6561676|671040|672644|cluster-5|t1pks|6541243-6586528|5888607	440	425	38.863636	28.77193	10.09170654	9872	10895			
CP006003|borI_Thr-tRNA-syn|4887353|4887780|5950085|5952013|cluster-14|t1pks-nrps|4830722-4918388|1062305	KB235922|borI_Thr-tRNA-syn|2416434|2416857|3212550|3214448|cluster-2|transatpks|2396403-2438247|795693	427	423	38.875878	40.809969	1.934090627	9870.5	7997.5			
CP011509|borI_Thr-tRNA-syn|4960271|4960698|6396972|6398900|cluster-1|t1pks-nrps|4938532-5062166|1436274	CP029070|borI_Thr-tRNA-syn|1520101|1520515|2078921|2080855|cluster-1|transatpks|1459592-1545485|558406	427	414	38.875878	44.392523	5.516645144	9870.5	6749.5			
CP022657|agnB2_Leu-tRNA-syn|627691|628123|1626793|1629252|cluster-1|bacteriocin-transatpks-t1pks-siderophore-nrps|508770-677927|998670	LGTC01000001|agnB2_Leu-tRNA-syn|1952740|1953163|2657598|2660072|cluster-2|transatpks-nrps|1922993-1998332|704435	432	423	38.888889	57.387057	18.4981685	9868.5	5123.5			
ACJE01000019|EF-Tu|1442359|1442773|1107431|1108800|cluster-7|t1pks|1398556-1469970|333559	CP006567|EF-Tu|9925442|9925853|5363640|5364833|cluster-3|t1pks-nucleoside-nrps|9905430-10151658|4560609	414	411	38.888889	28.701595	10.18729436	9868.5	10923.5			
CP019798|ArgK_OTCase|1303222|1303677|6224597|6225616|cluster-2|t1pks|1283219-1327946|4920920	CTEE01000001|ArgK_OTCase|5648478|5648903|2834360|2835286|cluster-1|t1pks|5628467-5673992|2813192	455	425	38.901099	38.643068	0.258031054	9866	9078.5			
CP019798|ArgK_OTCase|1303222|1303677|6224597|6225616|cluster-2|t1pks|1283219-1327946|4920920	LZKS01000106|ArgK_OTCase|117202|117626|279844|280770|cluster-1|t1pks-nrps|80387-143474|162218	455	424	38.901099	39.823009	0.921909948	9866	8567.5			
CP019798|ArgK_OTCase|1303222|1303677|6224597|6225616|cluster-2|t1pks|1283219-1327946|4920920	PKFQ01000001|ArgK_OTCase|868041|868465|5484776|5485777|cluster-5|lantipeptide-t1pks-nrps|727849-1025295|4616311	455	424	38.901099	77.876106	38.97500729	9866	3129			
CP003468|seryl-tRNA_synthetase|151377|151814|257800|259134|cluster-1|transatpks-otherks|111663-180181|105986	CP015588|seryl-tRNA_synthetase|1989618|1990042|3333321|3334598|cluster-1|t1pks|1969593-2014923|1343279	437	424	38.901602	38.963964	0.062362133	9863.5	8969.5			
CP011799|Ind0_Trp-tRNA-syn|8892904|8893341|3259495|3260508|cluster-6|t2pks-t1pks-ectoine-otherks|8864800-8972990|5632396	MWKW01000001|Ind0_Trp-tRNA-syn|455061|455487|4589751|4590782|cluster-2|t1pks-nrps|385031-482426|4134264	437	426	38.901602	59.643917	20.74231508	9863.5	4648			
CP013984|GyrB-R|2251693|2252112|1841777|1843744|cluster-2|nrps-transatpks-otherks|2231589-2312550|407949	CP018145|GyrB-R|3361699|3362128|2612213|2614297|cluster-1|transatpks-nrps|3331874-3441475|747402	419	429	38.902148	55.877863	16.97571462	9861.5	5233			
CP013984|GyrB-R|2251693|2252112|1841777|1843744|cluster-2|nrps-transatpks-otherks|2231589-2312550|407949	LGJF01000001|GyrB-R|531851|532282|1283317|1285287|cluster-2|transatpks-otherks|430620-562438|751035	419	431	38.902148	55.877863	16.97571462	9861.5	5233			
ACXX02000001|AdmT_ACC|85391|85815|31720|32586|cluster-1|transatpks-nrps|14512-116691|52805	CP012673|AdmT_ACC|5061882|5062296|9758865|9759722|cluster-1|t1pks-nrps|5041175-5138765|4696569	424	414	38.915094	38.888889	0.026205451	9859.5	9016.5			
CP001614|seryl-tRNA_synthetase|4744561|4744985|2013962|2015242|cluster-2|t1pks-nrps|4716461-4768285|2729319	CP003468|seryl-tRNA_synthetase|151377|151814|257800|259134|cluster-1|transatpks-otherks|111663-180181|105986	424	437	38.915094	51.173709	12.25861458	9859.5	5655			
CP017780|borI_Thr-tRNA-syn|1701190|1701647|2346600|2348669|cluster-3|t1pks-otherks|1674671-1725458|644953	CP017780|borI_Thr-tRNA-syn|3641715|3642132|2346600|2348669|cluster-1|t1pks|3621624-3668064|1293046	457	417	38.949672	100	61.05032823	9858	396			
CP014504|ArgK_OTCase|235908|236329|3301085|3302026|cluster-2|t1pks-nrps|211232-261849|3064756	CP025546|ArgK_OTCase|5144729|5145154|3061812|3062738|cluster-1|t1pks-nrps|5124717-5184143|2081991	421	425	38.954869	33.865815	5.089054662	9856.5	10505			
CP014504|ArgK_OTCase|235908|236329|3301085|3302026|cluster-2|t1pks-nrps|211232-261849|3064756	MVGR01000005|ArgK_OTCase|1287868|1288291|153068|153994|cluster-1|t1pks|1267861-1311301|1133874	421	423	38.954869	32.907348	6.047521116	9856.5	10596.5			
CP032402|AdmT_ACC|6494580|6495042|5212381|5214063|cluster-1|t1pks-otherks|6474577-6525900|1280517	KB903985|AdmT_ACC|211489|211910|301706|303391|cluster-2|t1pks-nrps|185167-245186|89796	462	421	38.961039	56.428571	17.46753247	9855	5179.5			
CP000673|ArgK_OTCase|1824715|1825141|2446487|2447497|cluster-2|transatpks-nrps|1800256-1852755|621346	CP019798|ArgK_OTCase|6169102|6169528|6224597|6225616|cluster-2|t1pks-nrps|6068376-6206931|55069	426	426	38.967136	50.892857	11.92572099	9853	5679			
CP000673|ArgK_OTCase|1824715|1825141|2446487|2447497|cluster-2|transatpks-nrps|1800256-1852755|621346	CP025546|ArgK_OTCase|5144729|5145154|3061812|3062738|cluster-1|t1pks-nrps|5124717-5184143|2081991	426	425	38.967136	33.630952	5.336183769	9853	10538.5			
CP017780|borI_Thr-tRNA-syn|1611452|1611878|2346600|2348669|cluster-2|t1pks|1528713-1634377|734722	KB235922|borI_Thr-tRNA-syn|5979470|5979876|3212550|3214448|cluster-2|t1pks|5958771-6007287|2765022	426	406	38.967136	40.348331	1.381194764	9853	8334			
GV586860|seryl-tRNA_synthetase|8778105|8778572|2795949|2797232|cluster-36|t1pks-otherks|8758096-8809767|5980873	PJMO01000001|seryl-tRNA_synthetase|879485|879909|7679790|7681067|cluster-2|t1pks-nrps|857633-913212|6799881	467	424	38.972163	82.669789	43.69762649	9851	2524.5			
PDDW01000001|AdmT_ACC|2176063|2176494|1623414|1625159|cluster-1|transatpks-t1pks|2155414-2206489|550904	QMDO01000001|AdmT_ACC|3098883|3099308|1361387|1362238|cluster-1|transatpks-nrps|3065510-3151379|1736645	431	425	38.979118	18.932874	20.04624397	9850	11296.5			
LGJF01000001|GyrB-R|682359|682772|1283317|1285287|cluster-3|transatpks-nrps|607952-717205|600545	QHCP01000013|GyrB-R|180182|180599|121432|123483|cluster-2|t1pks-otherks|116204-207035|56699	413	417	38.983051	42.682927	3.699875982	9849	7225			
CP030117|GyrB-R|5599204|5599640|3612649|3614733|cluster-1|transatpks-otherks-nrps|5529371-5710622|1984471	MBQV01000011|GyrB-R|909167|909584|1007143|1009110|cluster-1|nrps-transatpks-otherks|825221-935303|97559	436	417	38.990826	52.59366	13.60283425	9848	5513			
CP007142|agnB2_Leu-tRNA-syn|3760578|3760996|3322579|3325152|cluster-1|transatpks-nrps|3744020-3968022|435426	CP012752|agnB2_Leu-tRNA-syn|6436235|6436659|3637233|3639773|cluster-1|t1pks|6416219-6460343|2796462	418	424	38.995215	40.723454	1.728238598	9847	8070			
FNST01000002|AdmT_ACC|9690032|9690473|671040|672644|cluster-3|bacteriocin-lantipeptide-t1pks-otherks-nrps|9669337-9806305|9017388	QMEY01000002|AdmT_ACC|455520|455946|310895|312583|cluster-5|phenazine-t1pks-nrps|434989-580664|142937	441	426	39.002268	34.269663	4.732604652	9845.5	10402			
FNST01000002|AdmT_ACC|9690032|9690473|671040|672644|cluster-3|bacteriocin-lantipeptide-t1pks-otherks-nrps|9669337-9806305|9017388	QTTT01000001|AdmT_ACC|4477833|4478258|3349202|3350902|cluster-1|t1pks-nrps|4457819-4507049|1126931	441	425	39.002268	35.393258	3.609009147	9845.5	10243			
CP006003|borI_Thr-tRNA-syn|5676732|5677160|5950085|5952013|cluster-2|t1pks-nrps|5650250-5732093|272925	CP010976|borI_Thr-tRNA-syn|2690521|2690947|2195964|2197877|cluster-2|transatpks-nrps|2665308-2738641|492644	428	426	39.018692	46.417445	7.398753894	9843.5	6114.5			
CP022522|borI_Thr-tRNA-syn|165111|165539|2199785|2201695|cluster-1|t1pks-nrps|136558-213106|2034246	KQ976354|borI_Thr-tRNA-syn|2091112|2091535|10374937|10376766|cluster-1|t1pks-nrps|2067478-2120063|8283402	428	423	39.018692	39.308176	0.289484512	9843.5	8769			
CP023477|ArgK_OTCase|1771616|1772031|1827062|1828081|cluster-1|bacteriocin-t1pks-nrps|1771523-1829746|55031	CTEC01000002|ArgK_OTCase|1859241|1859664|148142|149071|cluster-1|t1pks|1839221-1886378|1710170	415	423	39.036145	33.038348	5.997796496	9841	10587			
CP023477|ArgK_OTCase|1771616|1772031|1827062|1828081|cluster-1|bacteriocin-t1pks-nrps|1771523-1829746|55031	HE971709|ArgK_OTCase|2801166|2801582|2749617|2750645|cluster-2|t2pks-t1pks|2749113-2852588|50521	415	416	39.036145	33.333333	5.702811245	9841	10570			
CP020894|GyrB-R|3727405|3727820|2570841|2573258|cluster-1|t1pks-nrps|3706307-3766495|1154147	QHCP01000013|GyrB-R|180182|180599|121432|123483|cluster-2|t1pks-otherks|116204-207035|56699	415	417	39.036145	28.695652	10.3404924	9841	10942.5			
CP026304|AdmT_ACC|949664|950102|7366570|7368267|cluster-1|t1pks|924360-975922|6416468	RBXO01000001|AdmT_ACC|3485712|3486135|3565480|3567510|cluster-3|terpene-t1pks|3299093-3514955|79345	438	423	39.041096	21.769912	17.27118439	9838.5	11172.5			
