target_name	genbankid	targetid	ks_start	ks_end	arget_start	target_end	cluster_num	cluster_type	cluster_coord	cluster_len	species	phyla	count	score	copynum	genome_size	complete	antismashfile
Oligopeptide transport system permease protein oppC	POVT01000017	DEG10180213	242476	242903	234431	235342	cluster-2	transatpks-nrps	218569-318550	7134	Paenibacillus polymyxa	Firmicutes	0	-1.00	2	714344	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/POVT01000017/index.html
D-galactose-binding periplasmic protein precursor	LT575490	DEG10180343	1949042	1949459	1956368	1957291	cluster-4	t1pks-nrps	1929032-2009795	6909	Serratia marcescens	Proteobacteria	0	-1.00	19	5485668	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT575490/index.html
Hypothetical ABC transporter ATP-binding protein ydcT	CM002056	DEG10180246	2292277	2292699	2281433	2282506	cluster-1	t1pks	2272241-2324696	9771	Mycobacterium tuberculosis PanR0207	Actinobacteria	0	-1.00	4	4398802	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM002056_2153320_2454594/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	LOVI01000073	DEG10180034	233578	234002	233545	246939	cluster-1	bacteriocin-transatpks-t1pks-nrps	114292-291081	457	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	344697	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOVI01000073/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	KT362046	DEG10180179	34216	34643	23682	34184	cluster-1	t1pks	1-63657	32	Streptomyces rochei	Actinobacteria	0	-1.00	3	63657	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KT362046/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	QXQB01000004	DEG10180179	281018	281441	279689	280963	cluster-1	transatpks-nrps	246824-315779	55	Paenibacillus pinisoli	Firmicutes	0	-1.00	1	788324	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QXQB01000004/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	CP006259	DEG10180363	6447920	6448270	6447867	6449087	cluster-2	t1pks	6430389-6483375	403	Streptomyces collinus Tu 365	Actinobacteria	0	-1.00	2	8272925	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006259_6297870_6608974/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	CP014867	DEG10180363	409331	409745	409327	410595	cluster-1	bacteriocin-transatpks-nrps	400571-503029	418	Pseudomonas chlororaphis	Proteobacteria	0	-1.00	5	6837781	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP014867_259339_631148/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	BCAG01000003	DEG10180156	1620645	1621107	1620639	1627838	cluster-2	t1pks-otherks	1600639-1647838	468	Desulfatitalea tepidiphila	Proteobacteria	0	-1.00	1	2840042	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCAG01000003_1470657_1773521/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	MDCR01000114	DEG10180363	44721	45081	44669	45910	cluster-1	t1pks	15323-58616	412	Streptomyces niveus	Actinobacteria	0	-1.00	1	66594	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MDCR01000114/index.html
Ribonuclease III (EC 3.1.26.3)	FO203510	DEG10180397	3342295	3342718	3336576	3337298	cluster-1	t1pks-nrps	3322192-3414556	4997	Mycobacterium canettii CIPT 140070017	Actinobacteria	0	-1.00	1	4524466	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FO203510_3197936_3499183/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	JFHX01000039	DEG10180179	16405	16827	14410	15705	cluster-1	transatpks-nrps	1-30481	700	Paenibacillus ehimensis A2	Firmicutes	0	-1.00	1	30481	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JFHX01000039/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	CP019888	DEG10180034	448825	449247	448778	457072	cluster-2	t1pks-nrps	408508-477072	469	Mycobacterium kansasii	Actinobacteria	0	-1.00	2	6463923	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019888_229212_530477/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	FMHY01000002	DEG10180363	4658823	4659162	4658740	4660029	cluster-7	oligosaccharide-nrps-amglyccycl-otherks-t1pks-ladderane	4651345-4897818	422	Micromonospora eburnea	Actinobacteria	0	-1.00	3	7168145	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMHY01000002_3712805_5018066/index.html
Hypothetical protein ydiO	CP025990	DEG10180282	146519	146943	138712	139851	cluster-2	t1pks	130088-222507	6668	Actinoalloteichus sp. AHMU CJ021	Actinobacteria	0	-1.00	3	6822750	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025990_0_822236/index.html
Spermidine putrescine transport system permease protein potC	QJJY01000001	DEG10180188	879214	879585	873638	874489	cluster-2	t1pks-nrps	857397-942581	4725	Burkholderia pyrrocinia	Proteobacteria	0	-1.00	1	1026522	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QJJY01000001_730797_1026522/index.html
Hypothetical protein yhbC	NZ_QZDF01000006	DEG10180472	46813	47239	36393	36845	cluster-1	t1pks-nrps	20309-76454	9968	Pectobacterium polaris	Proteobacteria	0	-1.00	0	192683	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QZDF01000006/index.html
Glutamate aspartate transport ATP-binding protein gltL	AP017626	DEG10180114	184335	184755	177699	179303	cluster-1	t1pks-lassopeptide	164328-216839	5032	Pleomorphomonas sp. SM30	Proteobacteria	0	-1.00	48	4841392	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AP017626/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	CP021707	DEG10180034	7134644	7135076	7137946	7145274	cluster-2	t1pks-nrps	7114635-7165274	2870	Streptomyces sp. S063	Actinobacteria	0	-1.00	6	7614683	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP021707/index.html
Thymidylate synthase (EC 2.1.1.45)	JOHN01000012	DEG10180428	131268	131692	137333	138130	cluster-1	t1pks-nrps	75243-154158	5641	Streptomyces sp. NRRL F-6131	Actinobacteria	0	-1.00	1	204768	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOHN01000012/index.html
Glutamate aspartate transport ATP-binding protein gltL	LQIW01000049	DEG10180114	144697	145123	136293	137348	cluster-1	t1pks-nrps	124682-194476	7349	Mycobacterium sp. IS-1590	Actinobacteria	0	-1.00	2	263610	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQIW01000049/index.html
Topoisomerase IV subunit B (EC 5.99.1.-)	AUHU01000008	DEG10180452	144119	144547	134485	136905	cluster-1	t1pks	124110-170493	7214	Marinimicrobium agarilyticum DSM 16975	Proteobacteria	0	-1.00	1	241616	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUHU01000008/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	CP003284	DEG10180034	1047206	1047629	1047171	1057619	cluster-1	t1pks-nrps	1027171-1182179	458	Anabaena sp. 90	Cyanobacteria	0	-1.00	1	4329264	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003284_906246_1226169/index.html
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	CP019040	DEG10180072	2432818	2433227	2427723	2428565	cluster-1	transatpks	2411935-2512382	4253	Bacillus velezensis	Firmicutes	0	-1.00	7	4071980	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019040_2298132_2611374/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP017708	DEG10180179	1905753	1906184	1904418	1913831	cluster-1	t1pks-nrps	1884418-1933861	1766	Moorea producens JHB	Cyanobacteria	0	-1.00	22	9373345	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP017708/index.html
Hypothetical transport protein yeaN	LQIJ01000013	DEG10180304	73339	73761	83053	84264	cluster-1	t1pks	53326-98839	9292	Mycolicibacterium novocastrense	Actinobacteria	0	-1.00	1	113813	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQIJ01000013/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	PENC01000010	DEG10180363	205510	205899	205506	206771	cluster-2	t2pks-t1pks-otherks	184169-237603	393	Streptomyces griseocarneus	Actinobacteria	0	-1.00	1	237603	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PENC01000010/index.html
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	AP010947	DEG10180047	214597	214815	213945	214439	cluster-1	t1pks-arylpolyene	189021-252937	158	Azospirillum sp. B510	Proteobacteria	0	-1.00	1	1455109	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP010947_64627_377129/index.html
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	AE016853	DEG10180047	5285095	5285308	5284476	5284973	cluster-1	t1pks-nrps	5268089-5356786	122	Pseudomonas syringae pv. tomato str. DC3000	Proteobacteria	0	-1.00	2	6397126	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AE016853_5135051_5441001/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	CP026652	DEG10180363	1844422	1844762	1844354	1845595	cluster-2	butyrolactone-t1pks	1817790-1879981	408	Streptomyces sp. XZHG99	Actinobacteria	0	-1.00	2	8541354	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP026652/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	BA000045	DEG10180363	3043495	3043874	3043489	3044757	cluster-1	butyrolactone-t2pks-t1pks-otherks	2991066-3063468	385	Gloeobacter violaceus PCC 7421	Cyanobacteria	0	-1.00	4	4659019	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BA000045/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	BBEN01000004	DEG10180179	119039	119192	113473	114339	cluster-1	transatpks-nrps	102773-207751	4700	Bacillus subtilis subsp. spizizenii JCM 2499	Firmicutes	0	-1.00	2	269354	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBEN01000004/index.html
Lipoprotein releasing system ATP-binding protein lolD	FOIJ01000002	DEG10180185	146726	147143	142868	143614	cluster-1	t1pks	126725-173030	3112	Stigmatella erecta	Proteobacteria	0	-1.00	4	923979	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOIJ01000002/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	JH993793	DEG10180034	400934	401350	400931	407005	cluster-1	t1pks-nrps	348773-427005	419	Leptolyngbya sp. PCC 7375	Cyanobacteria	0	-1.00	2	696676	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JH993793/index.html
Lipoprotein releasing system ATP-binding protein lolD	AEHM01000052	DEG10180185	252655	253079	245207	245902	cluster-1	transatpks	232620-256170	6753	Bacillus subtilis gtP20b	Firmicutes	0	-1.00	3	256170	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AEHM01000052/index.html
60 kDa chaperonin	AJLN01000051	DEG10180584	178992	179415	168487	170124	cluster-1	t1pks-nrps	153795-182448	8868	Chlorogloeopsis fritschii PCC 6912	Cyanobacteria	0	-1.00	1	182448	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AJLN01000051/index.html
Preprotein translocase secA subunit	CP014960	DEG10180026	3475474	3475895	3484556	3487345	cluster-14	t1pks	3455471-3498449	8661	Mycobacterium abscessus	Actinobacteria	0	-1.00	16	4799801	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP014960/index.html
CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	CP031560	DEG10180325	3112841	3113176	3118565	3119113	cluster-1	transatpks-otherks	3023181-3134016	5389	Dickeya dianthicola	Proteobacteria	0	-1.00	1	4909058	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP031560_2779225_3492799/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	CP009745	DEG10180178	990349	990772	994697	995689	cluster-2	t1pks	970339-1014220	3925	Burkholderia contaminans	Proteobacteria	0	-1.00	2	1627712	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009745_701709_1425858/index.html
Hypothetical transport protein yeaN	LZSW01000031	DEG10180304	20312	20734	14841	16100	cluster-1	t1pks	299-45821	4212	Mycobacterium sp. 852014-52144_SCH5372336	Actinobacteria	0	-1.00	1	143031	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSW01000031/index.html
Asparaginyl-tRNA synthetase (EC 6.1.1.22)	LVJH01000007	DEG10180155	239676	240098	235208	236503	cluster-1	transatpks-nrps	219003-280727	3173	Paenibacillus glacialis	Firmicutes	0	-1.00	1	557247	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LVJH01000007/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP009287	DEG10180179	1888673	1889102	1887372	1888649	cluster-1	transatpks-t1pks-nrps	1769021-1952696	24	Paenibacillus graminis	Firmicutes	0	-1.00	4	7166464	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009287_1654173_2334917/index.html
Elongation factor Tu	BAUL01000113	DEG10180508	13762	14187	22558	24113	cluster-1	t1pks	1-36426	8371	Byssochlamys spectabilis No. 5	Fungi	0	-1.00	1	36426	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BAUL01000113/index.html
Prolyl-tRNA synthetase (EC 6.1.1.15)	CP012044	DEG10180054	3460162	3460584	3450100	3451842	cluster-11	t1pks	3440154-3486435	8320	Mycobacterium abscessus UC22	Actinobacteria	0	-1.00	1	5257136	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP012044/index.html
Ribonuclease III (EC 3.1.26.3)	CFIB01000007	DEG10180397	85481	85904	95902	96624	cluster-1	t1pks-nrps	16507-103444	9998	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	1	103444	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CFIB01000007/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	NSHF01000001	DEG10180034	50301	50727	44951	50290	cluster-1	t1pks-nrps	3313-80783	11	Nostoc sp. 'Peltigera malacea cyanobiont' DB3992	Cyanobacteria	0	-1.00	2	80783	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NSHF01000001/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CEUG01014244	DEG10180179	454	913	433	3468	cluster-1	t1pks	1-3469	480	marine metagenome	metagenomes	0	-1.00	1	3469	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEUG01014244/index.html
Threonyl-tRNA synthetase (EC 6.1.1.3)	CP019572	DEG10180289	2501728	2502153	2512025	2514136	cluster-1	t1pks	2480142-2530188	9872	Rhodococcus sp. MTM3W5.2	Actinobacteria	0	-1.00	1	5665081	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019572_2349696_2656177/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	QMDO01000002	DEG10180179	1346461	1346882	1341803	1343077	cluster-2	t1pks-nrps	1284146-1382606	3384	Vallitalea guaymasensis	Firmicutes	0	-1.00	1	1433504	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QMDO01000002_1158613_1433504/index.html
DNA gyrase subunit A (EC 5.99.1.3)	MKMC01000008	DEG10180351	12598	13020	19589	21823	cluster-1	t1pks-nrps	1-37907	6569	Methylomonas sp. LWB	Proteobacteria	0	-1.00	0	121351	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MKMC01000008/index.html
TorCAD operon transcriptional regulatory protein torR	PCOQ01000012	DEG10180164	51526	51948	47872	48573	cluster-1	t1pks	31522-79141	2953	Achromobacter sp. MYb9	Proteobacteria	0	-1.00	2	170528	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PCOQ01000012/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	KB894848	DEG10180363	63936	64059	62641	63846	cluster-1	t1pks-arylpolyene-nrps	1-124782	90	Salinispora pacifica CNR942	Actinobacteria	0	-1.00	4	578823	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB894848/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	KQ948926	DEG10180363	166158	166540	166154	167425	cluster-1	t2pks-t1pks	116668-187425	386	Streptomyces caeruleatus	Actinobacteria	0	-1.00	3	820041	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ948926/index.html
Ribonuclease III (EC 3.1.26.3)	CNHG01000009	DEG10180397	87606	88029	95984	96706	cluster-1	t1pks-nrps	16617-103430	7955	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	1	103430	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CNHG01000009/index.html
Phenylacetic acid degradation protein paaC	PNRA02000012	DEG10180238	48737	49166	41478	42269	cluster-1	otherks-t1pks-nrps	1-83016	6468	Streptomyces sp. SMS_SU21	Actinobacteria	0	-1.00	1	178648	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PNRA02000012/index.html
Arginine repressor	NKRE01000001	DEG10180483	163098	163530	173407	173907	cluster-1	t3pks-t1pks	132462-190581	9877	Mycobacterium kansasii	Actinobacteria	0	-1.00	1	5918302	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKRE01000001_5530_520704/index.html
Hypothetical transport protein yfaV	KK353648	DEG10180356	1080844	1081233	1089699	1091030	cluster-1	t3pks-t1pks	1046931-1105100	8466	Mycobacterium tuberculosis KT-0048	Actinobacteria	0	-1.00	1	3145567	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK353648_925176_1225856/index.html
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	FOKG01000022	DEG10180357	42391	42808	32089	33732	cluster-1	t1pks	22283-68834	8659	Amycolatopsis marina	Actinobacteria	0	-1.00	0	100740	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOKG01000022/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	LT896716	DEG10180156	2440264	2440703	2440288	2447034	cluster-3	t1pks-otherks	2413479-2467034	415	Geobacter sp. DSM 9736	Proteobacteria	0	-1.00	1	3957783	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT896716/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	PXXZ01000009	DEG10180179	111718	112133	120301	123558	cluster-1	transatpks-nrps	28886-138625	8168	Brevibacillus brevis	Firmicutes	0	-1.00	1	224412	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PXXZ01000009/index.html
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	JNYJ01000010	DEG10180564	67863	68284	58888	59868	cluster-1	t1pks-nrps	12074-93243	7995	Dactylosporangium aurantiacum	Actinobacteria	0	-1.00	1	178001	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNYJ01000010/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	CP003876	DEG10180034	4328283	4328707	4336374	4337714	cluster-2	t1pks	4301854-4351356	7667	Nocardia brasiliensis ATCC 700358	Actinobacteria	0	-1.00	2	9436348	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003876_4023820_4481323/index.html
1-deoxy-D-xylulose 5-phosphate synthase (EC 4.1.3.37)	CP016474	DEG10180080	1235846	1236251	1233034	1234950	cluster-1	t1pks	1215153-1263303	896	Synechococcus sp. PCC 7003	Cyanobacteria	0	-1.00	1	3057091	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP016474_809320_1391224/index.html
Hypothetical protein ydgE	CP020554	DEG10180267	17936	18362	8920	9258	cluster-1	t1pks	1-44439	8678	Parasaccharibacter apium	Proteobacteria	0	-1.00	1	2011634	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP020554_0_174418/index.html
