target_name		gbid	score_final	antismashfile	cluster_num	cluster_type	distance	species	phyla	homologs	homologs_list	pident_list	redundant	target count 	copynum	coevolution score	in pos set	in pos set homologs	in pos set redundnat
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	FNSZ01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNSZ01000001_7085349_7515794/index.html	cluster-1	t1pks-otherks	3380	Streptomyces sp. 1222.5	Actinobacteria	-1	[]	-1	[]	0	2	-1	FALSE	FALSE	FALSE
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	MVHJ01000004	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHJ01000004/index.html	cluster-1	t1pks-nrps	3517	Mycolicibacterium bacteremicum	Actinobacteria	0	[]	3	"[u'CP006936', u'LK021337']"	12	2	9.665972167	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP021121	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP021121/index.html	cluster-26	t1pks	2954	Streptomyces sp. SCSIO 03032	Actinobacteria	0	[]	1	[]	52	4	12.01648202	FALSE	FALSE	FALSE
DNA polymerase III subunit epsilon	sp_P03007_DPO3E_ECOLI	CDRJ01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDRJ01000001_4370244_4844105/index.html	cluster-3	transatpks	3844	Ralstonia solanacearum	Proteobacteria	0	[]	1	[]	4	1	18.55946905	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	LBMU02000085	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LBMU02000085/index.html	cluster-1	t1pks-otherks	2255	Streptomyces humi	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	LGDV01000251	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGDV01000251/index.html	cluster-1	t1pks-otherks	2857	Streptomyces sp. MMG1121	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LOXM01000119	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOXM01000119/index.html	cluster-1	t1pks-nrps	4638	Burkholderia ubonensis	Proteobacteria	0	[]	58	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013405', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NKFM01000062', u'NQNB01000067', u'NQNC01000002']"	85	1	6.098775186	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	CP011497	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011497_7068841_7375796/index.html	cluster-1	t1pks-otherks	4242	Streptomyces incarnatus	Actinobacteria	-1	[]	-1	[]	0	2	-1	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	QXCZ01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QXCZ01000001_7729021_8512947/index.html	cluster-1	t1pks-otherks	2901	Streptomyces sp. 3212.5	Actinobacteria	4	"[u'CP015588', u'FNIE01000009', u'JODF01000057', u'JQLN01000002']"	27	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001']"	44	2	12.71691842	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JTCK01000028	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTCK01000028/index.html	cluster-1	lantipeptide-t1pks-nrps	4285	Streptomyces sp. CNQ431	Actinobacteria	6	"[u'BBNN01000039', u'CP019724', u'CP019724', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	28	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	1	7.274252816	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP014485	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP014485_6844841_7170504/index.html	cluster-2	lantipeptide-t1pks-nrps	4283	Streptomyces albus	Actinobacteria	7	"[u'BBNN01000039', u'CP019724', u'CP019724', u'FMCM01000285', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	27	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	2	7.079980334	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP010519	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP010519/index.html	cluster-4	t1pks	3644	Streptomyces albus	Actinobacteria	0	[]	1	[]	85	9	29.20902356	FALSE	FALSE	FALSE
Transcription termination factor Rho	sp_P0AG30_RHO_ECOLI	PMHA01000332	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PMHA01000332/index.html	cluster-1	t1pks	2170	Acidobacteriaceae bacterium (peat metagenome)	Acidobacteria	1	[u'PLPD01000129']	1	[]	4	1	12.0430161	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	POTY01000158	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/POTY01000158/index.html	cluster-1	t1pks	1684	Jishengella sp. NA12	Actinobacteria	0	[]	1	[]	85	1	22.89890645	FALSE	FALSE	FALSE
D-alanine-D-alanine ligase B	sp_P07862_DDLB_ECOLI	CP011509	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP011509/index.html	cluster-1	t1pks-nrps	2631	Archangium gephyra	Proteobacteria	0	[]	2	[u'MPOI01000001']	6	2	5.374683087	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	QXCZ01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QXCZ01000001_2082578_2972200/index.html	cluster-3	t1pks	2481	Streptomyces sp. 3212.5	Actinobacteria	4	"[u'CP015588', u'FNIE01000009', u'JODF01000057', u'JQLN01000002']"	27	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001']"	44	2	12.71691842	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	FNST01000002	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNST01000002_6981160_8236194/index.html	cluster-2	t1pks	2131	Streptomyces melanosporofaciens	Actinobacteria	-1	[]	-1	[]	0	9	-1	FALSE	FALSE	FALSE
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	FNBE01000022	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNBE01000022/index.html	cluster-1	t1pks	1300	Pseudonocardia oroxyli	Actinobacteria	0	[]	1	[]	13	0	42.70404713	FALSE	FALSE	FALSE
GMP synthase [glutamine-hydrolyzing]	sp_P04079_GUAA_ECOLI	JAGZ01000008	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JAGZ01000008/index.html	cluster-1	t1pks-nrps	3209	Mycobacterium genavense ATCC 51234	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	PMKQ01000234	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PMKQ01000234/index.html	cluster-1	t1pks-arylpolyene	3873	Myxococcales bacterium (peat metagenome)	Proteobacteria	0	[]	1	[]	52	1	10.28732151	FALSE	FALSE	FALSE
Transcription termination factor Rho	sp_P0AG30_RHO_ECOLI	CP003876	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003876_7199782_7501062/index.html	cluster-2	t1pks	3988	Nocardia brasiliensis ATCC 700358	Actinobacteria	0	[]	1	[]	4	2	2.284468184	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPEP01000065	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPEP01000065/index.html	cluster-1	bacteriocin-t1pks-nrps	4643	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	6.001789383	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_KQ948463	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KQ948463/index.html	cluster-1	t1pks-otherks	3981	Streptomyces olivochromogenes	Actinobacteria	0	[]	3	"[u'NSGZ01000001', u'OCSW01000001']"	52	0	4.839866241	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JOGQ01000019	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOGQ01000019/index.html	cluster-1	lantipeptide-t1pks-nrps	4233	Streptomyces sp. NRRL B-3253	Actinobacteria	6	"[u'BBNN01000039', u'CP019724', u'CP019724', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	28	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	1	6.55410391	FALSE	FALSE	FALSE
Histidinol-phosphate aminotransferase	sp_P06986_HIS8_ECOLI	AP018288	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP018288_3933473_4234759/index.html	cluster-2	t1pks-nrps	3732	Nostoc sp. NIES-4103	Cyanobacteria	0	[]	1	[]	1	4	0	FALSE	FALSE	FALSE
3-oxoacyl-[acyl-carrier-protein] reductase FabG	sp_P0AEK2_FABG_ECOLI	NMRM01000018	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NMRM01000018/index.html	cluster-1	t1pks	1213	Candidatus Dactylopiibacterium carminicum	Proteobacteria	0	[]	1	[]	4	1	2.761678841	FALSE	FALSE	FALSE
"1,4-dihydroxy-2-naphthoyl-CoA hydrolase"	sp_P77781_MENI_ECOLI	QLIX01000003	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLIX01000003/index.html	cluster-1	t1pks	1534	Paracraurococcus sp. DB-1506	Proteobacteria	0	[]	1	[]	4	1	6.72488075	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	MEBK01000023	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEBK01000023/index.html	cluster-1	transatpks-t1pks-nrps	4639	Burkholderia ubonensis	Proteobacteria	2	"[u'CP013405', u'NKFM01000062']"	56	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.686154161	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	FMCM01000285	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCM01000285/index.html	cluster-1	t1pks	817	Streptomyces sp. IgraMP-1	Actinobacteria	14	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	17	"[u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	1	7.455335741	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	CP015588	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP015588_2879269_3483174/index.html	cluster-3	t1pks-butyrolactone	961	Streptomyces alfalfae	Actinobacteria	18	"[u'CP006259', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'KL591194', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'PHUI01000001', u'QLLW01000001', u'QXCZ01000001']"	11	"[u'BA000030', u'BBNN01000050', u'GV586860', u'JOCT01000005', u'JODF01000057', u'JOIZ01000010', u'JOJB01000034', u'KN039947', u'NZ_KN039947', u'PJMO01000001']"	44	2	13.62453569	FALSE	FALSE	FALSE
Aspartate--tRNA ligase	sp_P21889_SYD_ECOLI	CP015423	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP015423_586092_942814/index.html	cluster-1	transatpks-otherks-nrps	4954	Paenibacillus polymyxa	Firmicutes	0	[]	7	"[u'CP000154', u'CP006941', u'CP011420', u'CP011512', u'LTYJ01000002', u'NOLA01000005']"	10	2	7.246048069	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPDO01000022	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPDO01000022/index.html	cluster-1	bacteriocin-t1pks-nrps	4639	Burkholderia ubonensis	Proteobacteria	2	"[u'CP013405', u'NKFM01000062']"	56	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.905138715	FALSE	FALSE	FALSE
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	LN997802	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LN997802/index.html	cluster-1	oligosaccharide-t1pks-otherks	1083	Streptomyces caniferus	Actinobacteria	0	[]	1	[]	13	0	39.54601302	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	FR873698	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FR873698/index.html	cluster-1	lantipeptide-t1pks-nrps	809	Streptomyces sp. S4	Actinobacteria	6	"[u'BBNN01000039', u'CP019724', u'CP019724', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	28	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	1	6.759448906	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	FMDH01000023	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMDH01000023/index.html	cluster-1	t1pks-otherks	3579	Streptomyces sp. LamerLS-31b	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	NZ_AZYD01000015	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_AZYD01000015/index.html	cluster-6	lantipeptide-t1pks-nrps	4281	Streptomyces sp. LaPpAH-201	Actinobacteria	6	"[u'BBNN01000039', u'CP019724', u'CP019724', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	28	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'UHID01000005']"	69	0	6.450043987	FALSE	FALSE	FALSE
inosine monophosphate dehydrogenase MpaF	mpaF_IMDH	PARE01000013	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PARE01000013/index.html	cluster-1	terpene-t1pks	4276	Magnetovibrio sp. (marine metagenome)	Proteobacteria	0	[]	1	[]	2	1	2.886826524	FALSE	FALSE	FALSE
Elongation factor G	sp_P0A6M8_EFG_ECOLI	JQLN01000007	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQLN01000007_0_370652/index.html	cluster-4	t1pks-otherks	2436	Kitasatospora mediocidica KCTC 9733	Actinobacteria	0	[]	1	[]	5	1	18.33096262	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	MCGQ01000010	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MCGQ01000010/index.html	cluster-1	t1pks	2400	Streptomyces diastatochromogenes	Actinobacteria	4	"[u'AP010968', u'CP015588', u'JODF01000057', u'JQLN01000002']"	27	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	1	12.4036495	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	CP020555	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP020555_6547962_6874742/index.html	cluster-1	t1pks-nrps	3725	Streptomyces sp. Sge12	Actinobacteria	0	[]	8	"[u'CP020039', u'JOBU01000033', u'JOFX01000009', u'JOFY01000014', u'JOIR01000012', u'LGDI01000228', u'LGDS01000057']"	10	3	4.303766014	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP016824	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP016824_0_403655/index.html	cluster-1	ectoine-t2pks-t1pks-lantipeptide-butyrolactone-nrps	817	Streptomyces sampsonii	Actinobacteria	7	"[u'BBNN01000039', u'CP019724', u'CP019724', u'FMCM01000285', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	27	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	2	6.789546774	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP019458	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019458_9559639_9867744/index.html	cluster-1	t1pks	2040	Streptomyces autolyticus	Actinobacteria	1	[u'CP018627']	8	"[u'BDFA01000009', u'CP022545', u'CP023992', u'CP025018', u'CP025018', u'LJIW01000002', u'LK022848']"	85	4	12.35594986	FALSE	FALSE	FALSE
