target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	KB899666	1	7025	0	None	72	4	0.39	0.0	4.95101971945	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB899666/index.html	cluster-1	lantipeptide-transatpks-nrps	ctg1_185	Paenibacillus daejeonensis DSM 15491	Firmicutes	False	False	0	0	0	1	0
Glutamine synthetase	sp_P9WN39_GLN1B_MYCTU	LN611491	1	8645	0	None	8	1	0.8	0.2	21.5544182931	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN611491/index.html	cluster-1	t1pks	ctg1_9	Candidatus Streptomyces massiliensis AP10	Actinobacteria	False	False	0	0	1	0	0
D-alanyl-D-alanine dipeptidase	sp_P77790_DDPX_ECOLI	LZLE01000158	2	6932	1	[u'LZLW01000158']	5	1	0.8	0.2	8.24801271861	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLE01000158/index.html	cluster-1	t1pks	A9W95_15460	Mycobacterium sp. 1423905.2	Actinobacteria	False	False	0	1	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	HE804045	1	8004	0	None	72	3	0.39	0.0	7.66215502878	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HE804045/index.html	cluster-2	t2pks-t1pks-terpene-lassopeptide-nrps	BN6_54950	Saccharothrix espanaensis DSM 44229	Actinobacteria	False	False	0	0	0	1	0
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	PQBW01000001	2	6483	0	None	16	1	0.79	0.0	6.46998182632	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PQBW01000001/index.html	cluster-1	t1pks-nrps	ctg1_27	Pseudoalteromonas sp. T1lg65	Proteobacteria	False	False	0	0	1	0	1
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	BBSL01000075	3	7186	8	[u'AP013062', u'CP009435', u'FNCJ01000011', u'FUZW01000002', u'LAVN01000003', u'LOWB01000076', u'LPKA01000024', u'MUSL01000063']	15	1	0.75	0.0	12.9939388607	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBSL01000075/index.html	cluster-1	t1pks	ctg1_11	Burkholderia sp. E7m39	Proteobacteria	False	False	0	1	1	0	1
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	JH804672	1	8753	0	None	72	32	0.39	0.0	9.33285214246	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JH804672_1188099_1489379/index.html	cluster-1	transatpks-nrps	ctg1_121	Bacillus cereus HuA2-1	Firmicutes	False	False	0	0	0	1	0
Transcription termination factor Rho	sp_P0AG30_RHO_ECOLI	UGNX01000001	2	3167	0	None	7	1	0.09	0.87	7.63217370777	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UGNX01000001_0_243918/index.html	cluster-1	t1pks	ctg1_83	Legionella cincinnatiensis	Proteobacteria	False	False	1	0	1	0	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	LGTW01000004	3	551	4	[u'KB903844', u'LQIL01000001', u'LZHW01000087', u'LZSO01000042']	21	1	0.82	0.0	5.26746649494	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGTW01000004/index.html	cluster-2	t1pks	AFM11_09280	Mycolicibacterium wolinskyi	Actinobacteria	False	False	1	1	0	0	1
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP019887	3	8477	3	[u'NAVI01000034', u'NZ_UPHU01000001', u'PEDE01000109']	56	3	0.63	0.0	10.9464726835	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019887_6056290_6363417/index.html	cluster-1	t3pks-t1pks	ctg1_116	Mycobacterium kansasii	Actinobacteria	False	False	0	1	0	1	1
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	CP016174	2	8111	0	None	19	2	-0.08	0.71	14.0552672373	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP016174/index.html	cluster-2	t1pks	SD37_17595	Amycolatopsis orientalis	Actinobacteria	False	False	0	0	1	1	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	NZ_AONQ01000036	2	1086	1	[u'LN997848']	40	0	0.33	0.0	13.5815984547	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_AONQ01000036/index.html	cluster-1	t1pks	H261_RS13690	Magnetospirillum caucaseum	Proteobacteria	False	False	1	1	0	0	0
Asparaginyl-tRNA synthetase	DEG10180155	LVJH01000007	2	3173	0	None	5	1	0.7	0.19	3.69951335881	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LVJH01000007/index.html	cluster-1	transatpks-nrps	PGLA_06575	Paenibacillus glacialis	Firmicutes	False	False	1	0	1	0	0
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	MUSL01000063	3	7206	11	[u'ABYL01000055', u'AP013062', u'BBSL01000075', u'CP009435', u'FNCJ01000011', u'FUZW01000002', u'LAVN01000003', u'LGRC01000036', u'LOWB01000076', u'LPKA01000024', u'QJSQ01000029']	15	1	0.75	0.0	9.19822962636	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MUSL01000063/index.html	cluster-1	t1pks	A8E40_16635	Burkholderia cenocepacia	Proteobacteria	False	False	0	1	1	0	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	FMCI01000168	1	3217	0	None	40	1	0.33	0.0	7.57664858559	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCI01000168/index.html	cluster-1	t2pks-nrps-t1pks-otherks	GA0115242_118120	Streptomyces sp. SolWspMP-5a-2	Actinobacteria	False	False	1	0	0	0	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	CP030862	3	4125	1	[u'KQ257755']	24	3	0.42	0.0	16.8906122711	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP030862_2521963_3084486/index.html	cluster-3	t1pks	ctg1_261	Streptomyces globosus	Actinobacteria	False	False	1	1	0	1	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP004350	2	1888	0	None	26	1	0.55	0.0	6.82670366634	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP004350_2744865_3046130/index.html	cluster-2	t1pks	ctg1_126	Corynebacterium casei LMG S-19264	Actinobacteria	False	False	1	0	0	0	1
30S ribosomal protein S20	DEG10180004	NKRI01000002	2	6363	7	[u'BFAB01000003', u'JAGZ01000003', u'LZLQ01000015', u'LZLS01000197', u'LZLV01000004', u'LZSE01000029', u'LZSZ01000063']	8	1	0.22	0.27	3.1409070718	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKRI01000002/index.html	cluster-5	t1pks-nrps	ctg1_468	Mycobacterium avium subsp. paratuberculosis	Actinobacteria	False	False	0	1	1	0	0
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	FMHT01000003	4	3693	0	None	16	2	0.79	0.0	8.20552967787	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMHT01000003_49553_924403/index.html	cluster-3	lantipeptide-t1pks-nrps	ctg1_306	Micromonospora nigra	Actinobacteria	False	False	1	0	1	1	1
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	AORZ01000049	0	7621	0	None	23	1	0.35	0.0	9.47202702422	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AORZ01000049/index.html	cluster-1	t1pks	H340_16491	Streptomyces mobaraensis NBRC 13819 = DSM 40847	Actinobacteria	False	False	0	0	0	0	0
50S ribosomal protein L14	DEG10180500	NW_015622167	1	8969	0	None	2	0	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_015622167/index.html	cluster-1	t1pks	PV09_07634	Verruconis gallopava	Fungi	False	False	0	0	1	0	0
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	sp_P65636_ODP2_STAAN	AFHW01000010	1	5133	0	None	6	1	1.0	nan	10.5075460551	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AFHW01000010/index.html	cluster-1	transatpks	ctg1_37	Paenibacillus elgii B69	Firmicutes	False	False	0	0	1	0	0
Elongation factor G	sp_P0A6M8_EFG_ECOLI	JQLN01000007	2	2436	0	None	12	1	0.45	0.19	7.92268452097	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQLN01000007_0_370652/index.html	cluster-4	t1pks-otherks	ctg1_145	Kitasatospora mediocidica KCTC 9733	Actinobacteria	False	False	1	0	1	0	0
D-alanine-D-alanine ligase B	sp_P07862_DDLB_ECOLI	CP011509	3	2631	0	None	7	2	-0.6	0.4	17.1363747231	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP011509/index.html	cluster-1	t1pks-nrps	AA314_08206	Archangium gephyra	Proteobacteria	False	False	1	0	1	1	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NZ_KQ950181	1	6681	0	None	56	0	0.63	0.0	3.92069339695	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KQ950181/index.html	cluster-2	lantipeptide-t1pks	AC529_RS07785	Thermobifida cellulosilytica TB100	Actinobacteria	False	False	0	0	0	0	1
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	KK338939	3	5415	3	[u'JAGZ01000001', u'MVIK01000003', u'NAVI01000034']	56	2	0.63	0.0	12.9036387969	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK338939_1723693_2025030/index.html	cluster-2	t3pks-t1pks	ctg1_121	Mycobacterium tuberculosis variant africanum MAL010120	Actinobacteria	False	False	0	1	0	1	1
UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA	sp_P0A749_MURA_ECOLI	AZNX01000001	2	7827	2	[u'LMJD01000001', u'MKIP01000058']	6	1	0.32	0.68	0.991979796859	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AZNX01000001_579864_1066866/index.html	cluster-1	t1pks	ctg1_321	Ensifer aridi	Proteobacteria	False	False	0	1	1	0	0
ECF RNA polymerase sigma-E factor	sp_P0AGB6_RPOE_ECOLI	CP016438	2	9326	0	None	9	3	0.08	0.81	12.267553319	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP016438_9897652_10319054/index.html	cluster-2	t1pks-nrps	ctg1_110	Streptomyces lincolnensis	Actinobacteria	False	False	0	0	1	1	0
Cytochrome bd-II ubiquinol oxidase subunit 1	sp_P26459_APPC_ECOLI	FLQX01000159	1	8957	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FLQX01000159/index.html	cluster-1	t1pks-nrps	ACCAA_790041	Candidatus Accumulibacter aalborgensis	Proteobacteria	False	False	0	0	1	0	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	LZSO01000042	3	1995	4	[u'LGTW01000004', u'LN879428', u'LQIL01000001', u'LZHW01000087']	21	1	0.82	0.0	3.27588328334	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSO01000042/index.html	cluster-1	t1pks-nrps	A5792_31410	Mycolicibacterium peregrinum	Actinobacteria	False	False	1	1	0	0	1
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	CP020039	2	4472	0	None	24	3	0.42	0.0	13.03836965	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP020039_1333898_1634662/index.html	cluster-3	t1pks-nrps	ctg1_116	Streptomyces sp. 3211	Actinobacteria	False	False	1	0	0	1	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	HW607076	1	5748	0	None	56	1	0.63	0.0	14.1050196003	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HW607076/index.html	cluster-7	t3pks-t1pks	ctg1_2361	synthetic construct	artificial sequences	False	False	0	0	0	0	1
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	FMHZ01000002	1	7184	0	None	23	4	0.35	0.0	12.802166592	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMHZ01000002_2009843_2337505/index.html	cluster-1	t1pks-nrps	ctg1_147	Micromonospora citrea	Actinobacteria	False	False	0	0	0	1	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	PEDE01000109	2	5508	16	[u'CP008963', u'CP019887', u'CP022927', u'LQOK01000037', u'LQPF01000100', u'LQPJ01000141', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MBEU01000059', u'MIHB01000001', u'MVIK01000003', u'NAVI01000034', u'NCXP01000008', u'NZ_UPHU01000001']	56	1	0.63	0.0	11.8300112289	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PEDE01000109/index.html	cluster-1	t3pks-t1pks	KST_03062	Mycobacterium marinum	Actinobacteria	False	False	0	1	0	0	1
Glutamyl-tRNA synthetase	DEG10180366	AE017282	3	3588	0	None	11	2	0.01	0.99	8.21529877209	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AE017282/index.html	cluster-4	t1pks	MCA1234	Methylococcus capsulatus str. Bath	Proteobacteria	False	False	1	0	1	1	0
D-alanine-D-alanine ligase B	sp_P07862_DDLB_ECOLI	NZ_RFFJ01000130	2	4407	0	None	7	0	-0.6	0.4	14.9877729892	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_RFFJ01000130/index.html	cluster-1	t1pks	EBN88_RS20435	Streptomyces sp. NEAU-YY642	Actinobacteria	False	False	1	0	1	0	0
50S ribosomal protein L10	DEG10180569	CEUD01105580	1	7134	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEUD01105580/index.html	cluster-1	t1pks-PUFA	ctg1_6	marine metagenome	metagenomes	False	False	0	0	1	0	0
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	JMCB01000001	2	2525	0	None	20	1	0.18	0.23	14.4628778995	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JMCB01000001/index.html	cluster-1	transatpks	DB31_0094	Hyalangium minutum	Proteobacteria	False	False	1	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	KI911563	1	7892	0	None	72	20	0.39	0.0	7.6284693176	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KI911563_0_714835/index.html	cluster-1	transatpks-nrps	ctg1_398	Cohnella panacarvi Gsoil 349	Firmicutes	False	False	0	0	0	1	0
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	FOEB01000004	1	9961	0	None	11	1	0.39	0.13	13.7734487735	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOEB01000004/index.html	cluster-1	t1pks	SAMN04487843_104349	Methylobacterium sp. ap11	Proteobacteria	False	False	0	0	1	0	0
Phospho-N-acetylmuramoyl-pentapeptide-transferase	sp_P0C1R8_MRAY_STAAU	LN899822	1	9210	0	None	4	1	0.5	0.67	7.2283039539	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN899822_296929_889300/index.html	cluster-3	t1pks-nrps	ctg1_342	Ralstonia solanacearum	Proteobacteria	False	False	0	0	1	0	0
50S ribosomal protein L25	DEG10180349	OMKA01000036	2	4217	0	None	3	1	nan	nan	7.11543953845	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OMKA01000036/index.html	cluster-1	transatpks	ctg1_42	Aquimarina sp. Aq78	Bacteroidetes	False	False	1	0	1	0	0
Tyrosyl-tRNA synthetase	DEG10180273	NIBS01000004	1	6203	0	None	5	1	0.5	0.67	0.591016548465	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NIBS01000004/index.html	cluster-1	t1pks-nrps	Xbud_01159	Xenorhabdus budapestensis	Proteobacteria	False	False	0	0	1	0	0
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	MQMK01000069	0	5322	0	None	29	1	0.49	0.0	8.52589621435	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MQMK01000069/index.html	cluster-1	t1pks-nrps	BSA16_05440	Micromonospora sp. Rc5	Actinobacteria	False	False	0	0	0	0	0
50S ribosomal protein L7/L12	DEG10180570	LNZD01000024	0	6547	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LNZD01000024/index.html	cluster-1	t1pks-PUFA-otherks	ctg1_6	SAR324 cluster bacterium lautmerah10 (marine metagenome)	Proteobacteria	False	False	0	0	0	0	0
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	sp_P17109_MEND_ECOLI	BBXE01000017	2	4713	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBXE01000017/index.html	cluster-2	t1pks-nrps	ctg1_137	Herbidospora yilanensis	Actinobacteria	False	False	1	0	1	0	0
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	AUXY01000013	3	5573	2	[u'AUXS01000013', u'JWIC01000001']	16	1	0.79	0.0	6.59207654072	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUXY01000013/index.html	cluster-1	t1pks-nrps	N477_06150	Pseudoalteromonas luteoviolacea H33-S	Proteobacteria	False	False	0	1	1	0	1
Histidinol-phosphate aminotransferase	sp_P06986_HIS8_ECOLI	FO082843	1	9426	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FO082843_2093302_2502318/index.html	cluster-1	t1pks	ctg1_131	Nocardia cyriacigeorgica GUH-2	Actinobacteria	False	False	0	0	1	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	LFIK01000056	0	6297	0	None	40	1	0.33	0.0	11.6489520275	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LFIK01000056/index.html	cluster-1	t1pks	ctg1_40	soda lake metagenome	metagenomes	False	False	0	0	0	0	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	LLXQ01000052	3	281	2	[u'LZJE01000123', u'LZMD01000070']	21	1	0.82	0.0	5.86401010167	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LLXQ01000052/index.html	cluster-1	t1pks-nrps	ctg1_16	Mycobacterium kyorinense	Actinobacteria	False	False	1	1	0	0	1
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	LZHW01000087	3	752	4	[u'KB903844', u'LGTW01000004', u'LQIL01000001', u'LZSO01000042']	21	1	0.82	0.0	3.80219752095	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZHW01000087/index.html	cluster-1	t1pks-nrps	A5727_16075	Mycobacterium sp. ACS4331	Actinobacteria	False	False	1	1	0	0	1
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	MLYN01000096	0	9793	0	None	29	1	0.49	0.0	25.6946037431	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLYN01000096/index.html	cluster-1	t1pks	BIV25_44050	Streptomyces sp. MUSC 14	Actinobacteria	False	False	0	0	0	0	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	PHNC01000011	1	1355	0	None	24	1	0.42	0.0	21.7749543431	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHNC01000011/index.html	cluster-1	t1pks	ctg1_213	Streptomyces orinoci	Actinobacteria	False	False	1	0	0	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_QXJM01000014	1	3799	0	None	72	0	0.39	0.0	7.2600022075	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QXJM01000014/index.html	cluster-1	t1pks-otherks	D3H35_RS01700	Cohnella sp. K2E09-144	Firmicutes	False	False	1	0	0	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	QKYN01000003	1	7694	0	None	72	2	0.39	0.0	10.1449222465	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QKYN01000003/index.html	cluster-1	t1pks	DN069_00385	Streptacidiphilus pinicola	Actinobacteria	False	False	0	0	0	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	KB891487	2	3555	0	None	72	2	0.39	0.0	9.2072300814	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB891487/index.html	cluster-1	t1pks-terpene	ctg1_92	Streptomyces sp. FxanaD5	Actinobacteria	False	False	1	0	0	1	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	MUBL01000293	3	696	2	[u'KB894404', u'LMTQ02000032']	26	1	0.55	0.0	14.9296809811	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MUBL01000293/index.html	cluster-1	t1pks	ctg1_12	Streptomyces cacaoi subsp. cacaoi	Actinobacteria	False	False	1	1	0	0	1
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	QVFU01000003	0	5827	0	None	29	0	0.49	0.0	2.79350966396	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QVFU01000003/index.html	cluster-1	t1pks-nrps	D0Q02_05710	Verrucosispora sp. LHW63014	Actinobacteria	False	False	0	0	0	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NZ_PEKU01000015	2	993	0	None	56	0	0.63	0.0	16.6649793089	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_PEKU01000015/index.html	cluster-1	t1pks-nrps	CTU88_RS34615	Streptomyces sp. JV178	Actinobacteria	False	False	1	0	0	0	1
D-alanyl-D-alanine dipeptidase	sp_P77790_DDPX_ECOLI	JXSX01000003	1	5957	0	None	5	1	0.8	0.2	11.7272053373	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JXSX01000003_1549356_2421472/index.html	cluster-3	t1pks-nrps	ctg1_488	Micromonospora carbonacea	Actinobacteria	False	False	0	0	1	0	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	LZJE01000123	3	459	3	[u'LLXQ01000052', u'LQIS01000012', u'LZMD01000070']	21	1	0.82	0.0	5.60947901531	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJE01000123/index.html	cluster-1	t1pks-nrps	A5698_14610	Mycobacterium sp. E136	Actinobacteria	False	False	1	1	0	0	1
Aspartyl-tRNA synthetase	DEG10180315	ALVZ01000171	2	5941	0	None	10	1	0.63	0.04	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ALVZ01000171/index.html	cluster-1	t1pks	Xen7305DRAFT_00029420	Xenococcus sp. PCC 7305	Cyanobacteria	False	False	0	0	1	0	1
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NKFM01000062	4	4571	1	[u'LPDO01000022']	56	2	0.63	0.0	13.0923118981	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKFM01000062/index.html	cluster-1	t1pks-terpene-nrps	CFB82_34555	Burkholderia sp. HI2714	Proteobacteria	False	False	1	1	0	1	1
30S ribosomal protein S14	DEG10180498	KK328370	1	7404	0	None	13	1	-0.03	0.9	38.1626698179	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK328370_2424859_2725632/index.html	cluster-1	t1pks	ctg1_146	Mycobacterium tuberculosis TKK-01-0068	Actinobacteria	False	False	0	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	BDCD01000031	0	7957	0	None	72	1	0.39	0.0	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDCD01000031/index.html	cluster-1	t1pks	ctg1_44	Nocardia yamanashiensis NBRC 100130	Actinobacteria	False	False	0	0	0	0	0
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	LN997802	2	1083	0	None	15	0	0.33	0.05	33.7846207457	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LN997802/index.html	cluster-1	oligosaccharide-t1pks-otherks	gonP8	Streptomyces caniferus	Actinobacteria	False	False	1	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	KV875099	1	9262	0	None	56	0	0.63	0.0	6.46779679613	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KV875099/index.html	cluster-1	t1pks	ctg1_2229	Coniochaeta ligniaria NRRL 30616	Fungi	False	False	0	0	0	0	1
